"","Response","Context","Subject","Item","Rater","ContextIPA"
"1506","5","n-n","p07","naam-w","R04","n-n"
"1507","4","isolation","p07","naam-v","R04","Isolation"
"1508","4","o-n","p07","doom-w","R04","o-n"
"1509","2","isolation","p07","doom-v","R04","Isolation"
"1510","3","3-n","p07","3oon-w","R04","<U+0295>-n"
"1511","2","n-n","p07","noom-w","R04","n-n"
"1512","5","n-n","p07","muun-w","R04","n-n"
"1513","5","n-o","p07","muus-w","R04","n-o"
"1514","3","n-o","p07","mooz-w","R04","n-o"
"1515","4","7-o","p07","7ook-w","R04","h-o"
"1516","5","7-n","p07","7oom-w","R04","h-n"
"1517","2","3-o","p07","3aaf-w","R04","<U+0295>-o"
"1518","2","3-o","p07","3eeb-w","R04","<U+0295>-o"
"1519","4","isolation","p07","3eeb-v","R04","Isolation"
"1520","4","o-n","p07","saam-w","R04","o-n"
"1521","4","isolation","p07","saam-v","R04","Isolation"
"1522","5","3-n","p07","3aam-w","R04","<U+0295>-n"
"1523","4","7-o","p07","7aad-w","R04","h-o"
"1524","5","3-n","p07","3een-w","R04","<U+0295>-n"
"1525","2","3-o","p07","3iish-w","R04","<U+0295>-o"
"1526","3","7-o","p07","7eef-w","R04","h-o"
"1527","2","isolation","p07","7eef-v","R04","Isolation"
"1528","4","o-3","p07","baa3-w","R04","o-<U+0295>"
"1529","3","o-o","p07","beet-w","R04","o-o"
"1530","3","o-o","p07","boosh-w","R04","o-o"
"1531","5","n-3","p08","noo3-w","R04","n-<U+0295>"
"1532","1","isolation","p08","noo3-v","R04","Isolation"
"1533","2","o-o","p08","daas-w","R04","o-o"
"1534","5","n-o","p08","maat-w","R04","n-o"
"1535","2","isolation","p08","maat-v","R04","Isolation"
"1536","4","7-n","p08","7en-w","R04","h-n"
"1537","5","o-n","p08","diin-w","R04","o-n"
"1538","2","o-3","p08","djuu3-w","R04","o-<U+0295>"
"1539","2","isolation","p08","djuu3-v","R04","Isolation"
"1540","5","n-7","p08","nuu7-w","R04","n-h"
"1541","2","isolation","p08","nuu7-v","R04","Isolation"
"1542","1","3--3","p08","3oo3-w","R04","<U+0295>-<U+0295>"
"1543","1","isolation","p08","3oo3-v","R04","Isolation"
"1544","2","o-7","p08","loo7-w","R04","o-h"
"1545","2","o-3","p08","bii3-w","R04","o-<U+0295>"
"1546","1","isolation","p08","bii3-v","R04","Isolation"
"1547","2","o-7","p08","zii7-w","R04","o-h"
"1548","2","o-7","p08","zaa7-w","R04","o-h"
"1549","5","o-n","p08","doom-w","R04","o-n"
"1550","2","isolation","p08","doom-v","R04","Isolation"
"1551","4","3-n","p08","3oon-w","R04","<U+0295>-n"
"1552","5","n-n","p08","noom-w","R04","n-n"
"1553","5","n-n","p08","muun-w","R04","n-n"
"1554","5","n-o","p08","muus-w","R04","n-o"
"1555","5","n-o","p08","mooz-w","R04","n-o"
"1556","2","7-o","p08","7ook-w","R04","h-o"
"1557","5","7-n","p08","7oom-w","R04","h-n"
"1558","2","3-o","p08","3aaf-w","R04","<U+0295>-o"
"1559","5","n-7","p08","naa7-w","R04","n-h"
"1560","3","isolation","p08","naa7-v","R04","Isolation"
"1561","5","n-n","p08","naam-w","R04","n-n"
"1562","3","isolation","p08","naam-v","R04","Isolation"
"1563","2","3-o","p08","3eeb-w","R04","<U+0295>-o"
"1564","1","isolation","p08","3eeb-v","R04","Isolation"
"1565","5","o-n","p08","saam-w","R04","o-n"
"1566","2","isolation","p08","saam-v","R04","Isolation"
"1567","5","3-n","p08","3aam-w","R04","<U+0295>-n"
"1568","2","7-o","p08","7aad-w","R04","h-o"
"1569","4","3-n","p08","3een-w","R04","<U+0295>-n"
"1570","2","3-o","p08","3iish-w","R04","<U+0295>-o"
"1571","2","7-o","p08","7eef-w","R04","h-o"
"1572","2","isolation","p08","7eef-v","R04","Isolation"
"1573","2","o-3","p08","baa3-w","R04","o-<U+0295>"
"1574","1","o-o","p08","beet-w","R04","o-o"
"1575","2","o-o","p08","boosh-w","R04","o-o"
"1576","4","n-3","p09","noo3-w","R04","n-<U+0295>"
"1577","1","isolation","p09","noo3-v","R04","Isolation"
"1578","2","o-o","p09","daas-w","R04","o-o"
"1579","4","n-o","p09","maat-w","R04","n-o"
"1580","2","isolation","p09","maat-v","R04","Isolation"
"1581","5","7-n","p09","7en-w","R04","h-n"
"1582","5","o-n","p09","diin-w","R04","o-n"
"1583","2","o-7","p09","zaa7-w","R04","o-h"
"1584","2","o-3","p09","djuu3-w","R04","o-<U+0295>"
"1585","1","isolation","p09","djuu3-v","R04","Isolation"
"1586","4","n-7","p09","nuu7-w","R04","n-h"
"1587","2","isolation","p09","nuu7-v","R04","Isolation"
"1588","2","3--3","p09","3oo3-w","R04","<U+0295>-<U+0295>"
"1589","1","isolation","p09","3oo3-v","R04","Isolation"
"1590","1","o-7","p09","loo7-w","R04","o-h"
"1591","1","o-3","p09","bii3-w","R04","o-<U+0295>"
"1592","2","isolation","p09","bii3-v","R04","Isolation"
"1593","1","o-7","p09","zii7-w","R04","o-h"
"1594","4","n-n","p09","noom-w","R04","n-n"
"1595","5","n-n","p09","muun-w","R04","n-n"
"1596","5","n-o","p09","muus-w","R04","n-o"
"1597","5","n-o","p09","mooz-w","R04","n-o"
"1598","2","7-o","p09","7ook-w","R04","h-o"
"1599","4","7-n","p09","7oom-w","R04","h-n"
"1600","2","3-o","p09","3aaf-w","R04","<U+0295>-o"
"1601","4","n-7","p09","naa7-w","R04","n-h"
"1602","2","isolation","p09","naa7-v","R04","Isolation"
"1603","4","n-n","p09","naam-w","R04","n-n"
"1604","2","isolation","p09","naam-v","R04","Isolation"
"1605","5","o-n","p09","doom-w","R04","o-n"
"1606","1","isolation","p09","doom-v","R04","Isolation"
"1607","5","3-n","p09","3oon-w","R04","<U+0295>-n"
"1608","2","3-o","p09","3eeb-w","R04","<U+0295>-o"
"1609","2","isolation","p09","3eeb-v","R04","Isolation"
"1610","5","o-n","p09","saam-w","R04","o-n"
"1611","3","isolation","p09","saam-v","R04","Isolation"
"1612","5","3-n","p09","3aam-w","R04","<U+0295>-n"
"1613","4","7-o","p09","7aad-w","R04","h-o"
"1614","5","3-n","p09","3een-w","R04","<U+0295>-n"
"1615","2","3-o","p09","3iish-w","R04","<U+0295>-o"
"1616","5","7-o","p09","7eef-w","R04","h-o"
"1617","2","isolation","p09","7eef-v","R04","Isolation"
"1618","2","o-3","p09","baa3-w","R04","o-<U+0295>"
"1619","2","o-o","p09","beet-w","R04","o-o"
"1620","2","o-o","p09","boosh-w","R04","o-o"
"1621","2","n-3","p04","noo3-w","R05","n-<U+0295>"
"1622","4","isolation","p04","noo3-v","R05","Isolation"
"1623","2","o-3","p04","djuu3-w","R05","o-<U+0295>"
"1624","5","isolation","p04","djuu3-v","R05","Isolation"
"1625","3","n-7","p04","nuu7-w","R05","n-h"
"1626","4","isolation","p04","nuu7-v","R05","Isolation"
"1627","1","3--3","p04","3oo3-w","R05","<U+0295>-<U+0295>"
"1628","2","isolation","p04","3oo3-v","R05","Isolation"
"1629","3","o-7","p04","loo7-w","R05","o-h"
"1630","3","o-3","p04","bii3-w","R05","o-<U+0295>"
"1631","4","isolation","p04","bii3-v","R05","Isolation"
"1632","2","o-7","p04","zii7-w","R05","o-h"
"1633","2","o-o","p04","daas-w","R05","o-o"
"1634","3","n-o","p04","maat-w","R05","n-o"
"1635","3","isolation","p04","maat-v","R05","Isolation"
"1636","1","7-n","p04","7en-w","R05","h-n"
"1637","5","o-n","p04","diin-w","R05","o-n"
"1638","3","o-7","p04","zaa7-w","R05","o-h"
"1639","3","n-7","p04","naa7-w","R05","n-h"
"1640","2","isolation","p04","naa7-v","R05","Isolation"
"1641","4","n-n","p04","naam-w","R05","n-n"
"1642","4","isolation","p04","naam-v","R05","Isolation"
"1643","5","o-n","p04","doom-w","R05","o-n"
"1644","5","isolation","p04","doom-v","R05","Isolation"
"1645","2","3-n","p04","3oon-w","R05","<U+0295>-n"
"1646","4","n-n","p04","noom-w","R05","n-n"
"1647","4","n-n","p04","muun-w","R05","n-n"
"1648","3","n-o","p04","muus-w","R05","n-o"
"1649","3","n-o","p04","mooz-w","R05","n-o"
"1650","1","7-o","p04","7ook-w","R05","h-o"
"1651","5","7-n","p04","7oom-w","R05","h-n"
"1652","2","3-o","p04","3aaf-w","R05","<U+0295>-o"
"1653","1","3-o","p04","3eeb-w","R05","<U+0295>-o"
"1654","3","isolation","p04","3eeb-v","R05","Isolation"
"1655","3","3-n","p04","3aam-w","R05","<U+0295>-n"
"1656","2","7-o","p04","7aad-w","R05","h-o"
"1657","2","3-n","p04","3een-w","R05","<U+0295>-n"
"1658","1","3-o","p04","3iish-w","R05","<U+0295>-o"
"1659","3","7-o","p04","7eef-w","R05","h-o"
"1660","2","isolation","p04","7eef-v","R05","Isolation"
"1661","2","o-n","p04","saam-w","R05","o-n"
"1662","2","isolation","p04","saam-v","R05","Isolation"
"1663","4","o-3","p04","baa3-w","R05","o-<U+0295>"
"1664","4","o-o","p04","beet-w","R05","o-o"
"1665","3","o-o","p04","boosh-w","R05","o-o"
"1666","5","n-3","p01","noo3-w","R05","n-<U+0295>"
"1667","3","isolation","p01","noo3-v","R05","Isolation"
"1668","2","o-o","p01","daas-w","R05","o-o"
"1669","4","n-o","p01","maat-w","R05","n-o"
"1670","4","isolation","p01","maat-v","R05","Isolation"
"1671","5","7-n","p01","7en-w","R05","h-n"
"1672","4","o-n","p01","diin-w","R05","o-n"
"1673","1","o-7","p01","zaa7-w","R05","o-h"
"1674","2","o-3","p01","djuu3-w","R05","o-<U+0295>"
"1675","4","isolation","p01","djuu3-v","R05","Isolation"
"1676","4","n-7","p01","nuu7-w","R05","n-h"
"1677","5","isolation","p01","nuu7-v","R05","Isolation"
"1678","1","3--3","p01","3oo3-w","R05","<U+0295>-<U+0295>"
"1679","1","isolation","p01","3oo3-v","R05","Isolation"
"1680","2","o-7","p01","loo7-w","R05","o-h"
"1681","3","o-3","p01","bii3-w","R05","o-<U+0295>"
"1682","3","isolation","p01","bii3-v","R05","Isolation"
"1683","2","o-7","p01","zii7-w","R05","o-h"
"1684","4","3-n","p01","3oon-w","R05","<U+0295>-n"
"1685","5","n-n","p01","noom-w","R05","n-n"
"1686","5","n-n","p01","muun-w","R05","n-n"
"1687","5","n-o","p01","muus-w","R05","n-o"
"1688","4","n-o","p01","mooz-w","R05","n-o"
"1689","3","7-o","p01","7ook-w","R05","h-o"
"1690","4","7-n","p01","7oom-w","R05","h-n"
"1691","1","3-o","p01","3aaf-w","R05","<U+0295>-o"
"1692","5","n-7","p01","naa7-w","R05","n-h"
"1693","2","isolation","p01","naa7-v","R05","Isolation"
"1694","5","n-n","p01","naam-w","R05","n-n"
"1695","2","isolation","p01","naam-v","R05","Isolation"
"1696","4","o-n","p01","doom-w","R05","o-n"
"1697","3","isolation","p01","doom-v","R05","Isolation"
"1698","1","3-o","p01","3eeb-w","R05","<U+0295>-o"
"1699","2","isolation","p01","3eeb-v","R05","Isolation"
"1700","1","3-n","p01","3aam-w","R05","<U+0295>-n"
"1701","2","7-o","p01","7aad-w","R05","h-o"
"1702","5","3-n","p01","3een-w","R05","<U+0295>-n"
"1703","4","3-o","p01","3iish-w","R05","<U+0295>-o"
"1704","2","7-o","p01","7eef-w","R05","h-o"
"1705","2","isolation","p01","7eef-v","R05","Isolation"
"1706","4","o-n","p01","saam-w","R05","o-n"
"1707","1","isolation","p01","saam-v","R05","Isolation"
"1708","2","o-3","p01","baa3-w","R05","o-<U+0295>"
"1709","3","o-o","p01","beet-w","R05","o-o"
"1710","2","o-o","p01","boosh-w","R05","o-o"
"1711","5","n-3","p05","noo3-w","R05","n-<U+0295>"
"1712","2","isolation","p05","noo3-v","R05","Isolation"
"1713","1","o-o","p05","daas-w","R05","o-o"
"1714","2","n-o","p05","maat-w","R05","n-o"
"1715","1","isolation","p05","maat-v","R05","Isolation"
"1716","3","7-n","p05","7en-w","R05","h-n"
"1717","3","o-n","p05","diin-w","R05","o-n"
"1718","4","o-7","p05","zaa7-w","R05","o-h"
"1719","3","o-3","p05","djuu3-w","R05","o-<U+0295>"
"1720","5","isolation","p05","djuu3-v","R05","Isolation"
"1721","5","n-7","p05","nuu7-w","R05","n-h"
"1722","4","isolation","p05","nuu7-v","R05","Isolation"
"1723","2","3--3","p05","3oo3-w","R05","<U+0295>-<U+0295>"
"1724","4","isolation","p05","3oo3-v","R05","Isolation"
"1725","4","o-7","p05","loo7-w","R05","o-h"
"1726","2","o-3","p05","bii3-w","R05","o-<U+0295>"
"1727","3","isolation","p05","bii3-v","R05","Isolation"
"1728","3","o-7","p05","zii7-w","R05","o-h"
"1729","5","n-n","p05","noom-w","R05","n-n"
"1730","5","n-n","p05","muun-w","R05","n-n"
"1731","5","n-o","p05","muus-w","R05","n-o"
"1732","3","n-o","p05","mooz-w","R05","n-o"
"1733","1","7-o","p05","7ook-w","R05","h-o"
"1734","1","7-n","p05","7oom-w","R05","h-n"
"1735","2","3-o","p05","3aaf-w","R05","<U+0295>-o"
"1736","5","n-7","p05","naa7-w","R05","n-h"
"1737","4","isolation","p05","naa7-v","R05","Isolation"
"1738","5","n-n","p05","naam-w","R05","n-n"
"1739","5","isolation","p05","naam-v","R05","Isolation"
"1740","4","o-n","p05","doom-w","R05","o-n"
"1741","3","isolation","p05","doom-v","R05","Isolation"
"1742","5","3-n","p05","3oon-w","R05","<U+0295>-n"
"1743","1","3-o","p05","3eeb-w","R05","<U+0295>-o"
"1744","3","isolation","p05","3eeb-v","R05","Isolation"
"1745","4","o-n","p05","saam-w","R05","o-n"
"1746","4","isolation","p05","saam-v","R05","Isolation"
"1747","5","3-n","p05","3aam-w","R05","<U+0295>-n"
"1748","3","7-o","p05","7aad-w","R05","h-o"
"1749","2","3-n","p05","3een-w","R05","<U+0295>-n"
"1750","2","3-o","p05","3iish-w","R05","<U+0295>-o"
"1751","2","7-o","p05","7eef-w","R05","h-o"
"1752","3","isolation","p05","7eef-v","R05","Isolation"
"1753","4","o-3","p05","baa3-w","R05","o-<U+0295>"
"1754","2","o-o","p05","beet-w","R05","o-o"
"1755","3","o-o","p05","boosh-w","R05","o-o"
"1756","5","n-3","p02","noo3-w","R05","n-<U+0295>"
"1757","4","isolation","p02","noo3-v","R05","Isolation"
"1758","4","o-o","p02","daas-w","R05","o-o"
"1759","5","n-o","p02","maat-w","R05","n-o"
"1760","4","isolation","p02","maat-v","R05","Isolation"
"1761","4","7-n","p02","7en-w","R05","h-n"
"1762","5","o-n","p02","diin-w","R05","o-n"
"1763","2","o-7","p02","zaa7-w","R05","o-h"
"1764","3","o-3","p02","djuu3-w","R05","o-<U+0295>"
"1765","4","isolation","p02","djuu3-v","R05","Isolation"
"1766","5","n-7","p02","nuu7-w","R05","n-h"
"1767","4","isolation","p02","nuu7-v","R05","Isolation"
"1768","1","3--3","p02","3oo3-w","R05","<U+0295>-<U+0295>"
"1769","2","isolation","p02","3oo3-v","R05","Isolation"
"1770","1","o-7","p02","loo7-w","R05","o-h"
"1771","4","o-3","p02","bii3-w","R05","o-<U+0295>"
"1772","3","isolation","p02","bii3-v","R05","Isolation"
"1773","2","o-7","p02","zii7-w","R05","o-h"
"1774","5","n-o","p02","muus-w","R05","n-o"
"1775","4","n-o","p02","mooz-w","R05","n-o"
"1776","2","7-o","p02","7ook-w","R05","h-o"
"1777","4","7-n","p02","7oom-w","R05","h-n"
"1778","4","n-7","p02","naa7-w","R05","n-h"
"1779","1","3-o","p02","3aaf-w","R05","<U+0295>-o"
"1780","2","isolation","p02","naa7-v","R05","Isolation"
"1781","4","n-n","p02","naam-w","R05","n-n"
"1782","2","isolation","p02","naam-v","R05","Isolation"
"1783","5","o-n","p02","doom-w","R05","o-n"
"1784","4","isolation","p02","doom-v","R05","Isolation"
"1785","5","3-n","p02","3oon-w","R05","<U+0295>-n"
"1786","5","n-n","p02","noom-w","R05","n-n"
"1787","5","n-n","p02","muun-w","R05","n-n"
"1788","3","3-o","p02","3eeb-w","R05","<U+0295>-o"
"1789","5","o-n","p02","saam-w","R05","o-n"
"1790","4","isolation","p02","saam-v","R05","Isolation"
"1791","2","isolation","p02","3eeb-v","R05","Isolation"
"1792","4","3-n","p02","3aam-w","R05","<U+0295>-n"
"1793","1","7-o","p02","7aad-w","R05","h-o"
"1794","4","3-n","p02","3een-w","R05","<U+0295>-n"
"1795","2","3-o","p02","3iish-w","R05","<U+0295>-o"
"1796","2","7-o","p02","7eef-w","R05","h-o"
"1797","5","isolation","p02","7eef-v","R05","Isolation"
"1798","1","o-3","p02","baa3-w","R05","o-<U+0295>"
"1799","3","o-o","p02","beet-w","R05","o-o"
"1800","3","o-o","p02","boosh-w","R05","o-o"
"1801","5","n-3","p03","noo3-w","R05","n-<U+0295>"
"1802","4","isolation","p03","noo3-v","R05","Isolation"
"1803","2","o-o","p03","daas-w","R05","o-o"
"1804","4","n-o","p03","maat-w","R05","n-o"
"1805","2","isolation","p03","maat-v","R05","Isolation"
"1806","2","7-n","p03","7en-w","R05","h-n"
"1807","4","o-n","p03","diin-w","R05","o-n"
"1808","3","o-7","p03","zaa7-w","R05","o-h"
"1809","3","o-3","p03","djuu3-w","R05","o-<U+0295>"
"1810","4","isolation","p03","djuu3-v","R05","Isolation"
"1811","5","n-7","p03","nuu7-w","R05","n-h"
"1812","4","isolation","p03","nuu7-v","R05","Isolation"
"1813","2","3--3","p03","3oo3-w","R05","<U+0295>-<U+0295>"
"1814","2","isolation","p03","3oo3-v","R05","Isolation"
"1815","1","o-7","p03","loo7-w","R05","o-h"
"1816","3","o-3","p03","bii3-w","R05","o-<U+0295>"
"1817","4","isolation","p03","bii3-v","R05","Isolation"
"1818","3","o-7","p03","zii7-w","R05","o-h"
"1819","5","n-n","p03","muun-w","R05","n-n"
"1820","5","n-o","p03","muus-w","R05","n-o"
"1821","5","n-o","p03","mooz-w","R05","n-o"
"1822","2","7-o","p03","7ook-w","R05","h-o"
"1823","4","7-n","p03","7oom-w","R05","h-n"
"1824","1","3-o","p03","3aaf-w","R05","<U+0295>-o"
"1825","1","n-7","p03","naa7-w","R05","n-h"
"1826","2","isolation","p03","naa7-v","R05","Isolation"
"1827","3","n-n","p03","naam-w","R05","n-n"
"1828","2","isolation","p03","naam-v","R05","Isolation"
"1829","4","o-n","p03","doom-w","R05","o-n"
"1830","4","isolation","p03","doom-v","R05","Isolation"
"1831","5","3-n","p03","3oon-w","R05","<U+0295>-n"
"1832","5","n-n","p03","noom-w","R05","n-n"
"1833","2","3-o","p03","3eeb-w","R05","<U+0295>-o"
"1834","4","isolation","p03","3eeb-v","R05","Isolation"
"1835","4","3-n","p03","3aam-w","R05","<U+0295>-n"
"1836","3","7-o","p03","7aad-w","R05","h-o"
"1837","5","3-n","p03","3een-w","R05","<U+0295>-n"
"1838","2","3-o","p03","3iish-w","R05","<U+0295>-o"
"1839","2","7-o","p03","7eef-w","R05","h-o"
"1840","2","isolation","p03","7eef-v","R05","Isolation"
"1841","4","o-n","p03","saam-w","R05","o-n"
"1842","2","isolation","p03","saam-v","R05","Isolation"
"1843","3","o-3","p03","baa3-w","R05","o-<U+0295>"
"1844","2","o-o","p03","beet-w","R05","o-o"
"1845","1","o-o","p03","boosh-w","R05","o-o"
"1846","4","n-3","p06","noo3-w","R05","n-<U+0295>"
"1847","3","isolation","p06","noo3-v","R05","Isolation"
"1848","2","o-o","p06","daas-w","R05","o-o"
"1849","4","n-o","p06","maat-w","R05","n-o"
"1850","1","isolation","p06","maat-v","R05","Isolation"
"1851","5","7-n","p06","7en-w","R05","h-n"
"1852","4","o-n","p06","diin-w","R05","o-n"
"1853","2","o-7","p06","zaa7-w","R05","o-h"
"1854","3","o-3","p06","djuu3-w","R05","o-<U+0295>"
"1855","4","isolation","p06","djuu3-v","R05","Isolation"
"1856","5","n-7","p06","nuu7-w","R05","n-h"
"1857","4","isolation","p06","nuu7-v","R05","Isolation"
"1858","1","3--3","p06","3oo3-w","R05","<U+0295>-<U+0295>"
"1859","2","isolation","p06","3oo3-v","R05","Isolation"
"1860","2","o-7","p06","loo7-w","R05","o-h"
"1861","4","o-3","p06","bii3-w","R05","o-<U+0295>"
"1862","4","isolation","p06","bii3-v","R05","Isolation"
"1863","2","o-7","p06","zii7-w","R05","o-h"
"1864","5","n-n","p06","noom-w","R05","n-n"
"1865","5","n-n","p06","muun-w","R05","n-n"
"1866","5","n-o","p06","muus-w","R05","n-o"
"1867","4","n-o","p06","mooz-w","R05","n-o"
"1868","5","7-o","p06","7ook-w","R05","h-o"
"1869","5","7-n","p06","7oom-w","R05","h-n"
"1870","4","3-o","p06","3aaf-w","R05","<U+0295>-o"
"1871","5","n-7","p06","naa7-w","R05","n-h"
"1872","3","isolation","p06","naa7-v","R05","Isolation"
"1873","5","n-n","p06","naam-w","R05","n-n"
"1874","4","isolation","p06","naam-v","R05","Isolation"
"1875","4","o-n","p06","doom-w","R05","o-n"
"1876","3","isolation","p06","doom-v","R05","Isolation"
"1877","5","3-n","p06","3oon-w","R05","<U+0295>-n"
"1878","2","3-o","p06","3eeb-w","R05","<U+0295>-o"
"1879","1","isolation","p06","3eeb-v","R05","Isolation"
"1880","4","3-n","p06","3aam-w","R05","<U+0295>-n"
"1881","2","7-o","p06","7aad-w","R05","h-o"
"1882","3","3-n","p06","3een-w","R05","<U+0295>-n"
"1883","2","3-o","p06","3iish-w","R05","<U+0295>-o"
"1884","2","7-o","p06","7eef-w","R05","h-o"
"1885","1","isolation","p06","7eef-v","R05","Isolation"
"1886","4","o-n","p06","saam-w","R05","o-n"
"1887","2","isolation","p06","saam-v","R05","Isolation"
"1888","4","o-3","p06","baa3-w","R05","o-<U+0295>"
"1889","3","o-o","p06","beet-w","R05","o-o"
"1890","1","o-o","p06","boosh-w","R05","o-o"
"1891","4","n-3","p07","noo3-w","R05","n-<U+0295>"
"1892","3","isolation","p07","noo3-v","R05","Isolation"
"1893","2","o-3","p07","djuu3-w","R05","o-<U+0295>"
"1894","2","isolation","p07","djuu3-v","R05","Isolation"
"1895","4","n-7","p07","nuu7-w","R05","n-h"
"1896","2","isolation","p07","nuu7-v","R05","Isolation"
"1897","2","3--3","p07","3oo3-w","R05","<U+0295>-<U+0295>"
"1898","4","isolation","p07","3oo3-v","R05","Isolation"
"1899","3","o-7","p07","loo7-w","R05","o-h"
"1900","4","o-3","p07","bii3-w","R05","o-<U+0295>"
"1901","2","isolation","p07","bii3-v","R05","Isolation"
"1902","2","o-7","p07","zii7-w","R05","o-h"
"1903","2","o-o","p07","daas-w","R05","o-o"
"1904","2","n-o","p07","maat-w","R05","n-o"
"1905","2","isolation","p07","maat-v","R05","Isolation"
"1906","4","7-n","p07","7en-w","R05","h-n"
"1907","5","o-n","p07","diin-w","R05","o-n"
"1908","3","o-7","p07","zaa7-w","R05","o-h"
"1909","2","n-7","p07","naa7-w","R05","n-h"
"1910","2","isolation","p07","naa7-v","R05","Isolation"
"1911","2","n-n","p07","naam-w","R05","n-n"
"1912","1","isolation","p07","naam-v","R05","Isolation"
"1913","1","o-n","p07","doom-w","R05","o-n"
"1914","4","isolation","p07","doom-v","R05","Isolation"
"1915","1","3-n","p07","3oon-w","R05","<U+0295>-n"
"1916","1","n-n","p07","noom-w","R05","n-n"
"1917","5","n-n","p07","muun-w","R05","n-n"
"1918","5","n-o","p07","muus-w","R05","n-o"
"1919","5","n-o","p07","mooz-w","R05","n-o"
"1920","3","7-o","p07","7ook-w","R05","h-o"
"1921","4","7-n","p07","7oom-w","R05","h-n"
"1922","4","3-o","p07","3aaf-w","R05","<U+0295>-o"
"1923","4","3-o","p07","3eeb-w","R05","<U+0295>-o"
"1924","5","isolation","p07","3eeb-v","R05","Isolation"
"1925","4","o-n","p07","saam-w","R05","o-n"
"1926","4","isolation","p07","saam-v","R05","Isolation"
"1927","5","3-n","p07","3aam-w","R05","<U+0295>-n"
"1928","4","7-o","p07","7aad-w","R05","h-o"
"1929","5","3-n","p07","3een-w","R05","<U+0295>-n"
"1930","3","3-o","p07","3iish-w","R05","<U+0295>-o"
"1931","2","7-o","p07","7eef-w","R05","h-o"
"1932","3","isolation","p07","7eef-v","R05","Isolation"
"1933","2","o-3","p07","baa3-w","R05","o-<U+0295>"
"1934","4","o-o","p07","beet-w","R05","o-o"
"1935","5","o-o","p07","boosh-w","R05","o-o"
"1936","5","n-3","p08","noo3-w","R05","n-<U+0295>"
"1937","2","isolation","p08","noo3-v","R05","Isolation"
"1938","1","o-o","p08","daas-w","R05","o-o"
"1939","5","n-o","p08","maat-w","R05","n-o"
"1940","2","isolation","p08","maat-v","R05","Isolation"
"1941","4","7-n","p08","7en-w","R05","h-n"
"1942","5","o-n","p08","diin-w","R05","o-n"
"1943","3","o-3","p08","djuu3-w","R05","o-<U+0295>"
"1944","2","isolation","p08","djuu3-v","R05","Isolation"
"1945","5","n-7","p08","nuu7-w","R05","n-h"
"1946","3","isolation","p08","nuu7-v","R05","Isolation"
"1947","1","3--3","p08","3oo3-w","R05","<U+0295>-<U+0295>"
"1948","3","isolation","p08","3oo3-v","R05","Isolation"
"1949","1","o-7","p08","loo7-w","R05","o-h"
"1950","2","o-3","p08","bii3-w","R05","o-<U+0295>"
"1951","3","isolation","p08","bii3-v","R05","Isolation"
"1952","2","o-7","p08","zii7-w","R05","o-h"
"1953","1","o-7","p08","zaa7-w","R05","o-h"
"1954","5","o-n","p08","doom-w","R05","o-n"
"1955","3","isolation","p08","doom-v","R05","Isolation"
"1956","5","3-n","p08","3oon-w","R05","<U+0295>-n"
"1957","5","n-n","p08","noom-w","R05","n-n"
"1958","5","n-n","p08","muun-w","R05","n-n"
"1959","5","n-o","p08","muus-w","R05","n-o"
"1960","5","n-o","p08","mooz-w","R05","n-o"
"1961","2","7-o","p08","7ook-w","R05","h-o"
"1962","4","7-n","p08","7oom-w","R05","h-n"
"1963","1","3-o","p08","3aaf-w","R05","<U+0295>-o"
"1964","5","n-7","p08","naa7-w","R05","n-h"
"1965","3","isolation","p08","naa7-v","R05","Isolation"
"1966","5","n-n","p08","naam-w","R05","n-n"
"1967","3","isolation","p08","naam-v","R05","Isolation"
"1968","2","3-o","p08","3eeb-w","R05","<U+0295>-o"
"1969","2","isolation","p08","3eeb-v","R05","Isolation"
"1970","5","o-n","p08","saam-w","R05","o-n"
"1971","3","isolation","p08","saam-v","R05","Isolation"
"1972","5","3-n","p08","3aam-w","R05","<U+0295>-n"
"1973","1","7-o","p08","7aad-w","R05","h-o"
"1974","4","3-n","p08","3een-w","R05","<U+0295>-n"
"1975","3","3-o","p08","3iish-w","R05","<U+0295>-o"
"1976","2","7-o","p08","7eef-w","R05","h-o"
"1977","4","isolation","p08","7eef-v","R05","Isolation"
"1978","2","o-3","p08","baa3-w","R05","o-<U+0295>"
"1979","1","o-o","p08","beet-w","R05","o-o"
"1980","2","o-o","p08","boosh-w","R05","o-o"
"1981","3","n-3","p09","noo3-w","R05","n-<U+0295>"
"1982","2","isolation","p09","noo3-v","R05","Isolation"
"1983","2","o-o","p09","daas-w","R05","o-o"
"1984","5","n-o","p09","maat-w","R05","n-o"
"1985","4","isolation","p09","maat-v","R05","Isolation"
"1986","5","7-n","p09","7en-w","R05","h-n"
"1987","5","o-n","p09","diin-w","R05","o-n"
"1988","4","o-7","p09","zaa7-w","R05","o-h"
"1989","3","o-3","p09","djuu3-w","R05","o-<U+0295>"
"1990","4","isolation","p09","djuu3-v","R05","Isolation"
"1991","5","n-7","p09","nuu7-w","R05","n-h"
"1992","2","isolation","p09","nuu7-v","R05","Isolation"
"1993","1","3--3","p09","3oo3-w","R05","<U+0295>-<U+0295>"
"1994","2","isolation","p09","3oo3-v","R05","Isolation"
"1995","2","o-7","p09","loo7-w","R05","o-h"
